Binomial,order,family,genus,species,Sample_size.brain,Sample_size.body,Sex,Mean_brain_mass_g,Mean_body_mass_g,BrainReference1,BrainReference2,Brain.resid,T_resid
Spilogale_gracilis,Carnivora,Mephitidae,Spilogale,gracilis,,,,6.81,420,Stankowich2016,,0.125668269,-0.038505023
Neovison_vison,Carnivora,Mustelidae,Neovison,vison,,,,7,645,IslerVanSchaik2012,,-0.002114906,-0.147754557
Herpestes_javanicus,Carnivora,Herpestidae,Herpestes,javanicus,,,,7.2,527,IslerVanSchaik2012,,0.07593198,-0.078436706
Mustela_lutreolina,Carnivora,Mustelidae,Mustela,lutreolina,,,,8.5,538,IslerVanSchaik2012,,0.141289602,-0.012186609
Mustela_lutreola,Carnivora,Mustelidae,Mustela,lutreola,>10,,,8.5,590,Gittleman1986,,0.111237024,-0.038253161
Prionodon_linsang,Carnivora,Viverridae,Prionodon,linsang,,,,8.5,698,IslerVanSchaik2012,,0.056483962,-0.085744047
Ictonyx_striatus,Carnivora,Mustelidae,Ictonyx,striatus,,,,8.5,713,IslerVanSchaik2012,,0.049558318,-0.091751108
Mustela_nigripes,Carnivora,Mustelidae,Mustela,nigripes,,,,8.5,809,IslerVanSchaik2012,,0.008413696,-0.127438511
Galerella_sanguinea,Carnivora,Herpestidae,Galerella,sanguinea,,,,8.8,533,IslerVanSchaik2012,,0.159394677,0.005515079
Prionodon_pardicolor,Carnivora,Viverridae,Prionodon,pardicolor,>10,,,9.03,450,Gittleman1986,,0.225736284,0.064543649
Crossarchus_obscurus,Carnivora,Herpestidae,Crossarchus,obscurus,,,,9.99,865,Perez-Barberia.etal.2007,Dunbar_1998,0.056759368,-0.076201276
Suricata_suricatta,Carnivora,Herpestidae,Suricata,suricatta,,,,10.3,725,IslerVanSchaik2012,,0.127540209,-0.013048158
Herpestes_edwardsi,Carnivora,Herpestidae,Herpestes,edwardsi,>10,,,10.49,1260,Gittleman1986,,-0.044547587,-0.161258187
Cynictis_penicillata,Carnivora,Herpestidae,Cynictis,penicillata,,,,10.5,571,IslerVanSchaik2012,,0.213669423,0.062765079
Mungos_mungo,Carnivora,Herpestidae,Mungos,mungo,,,,10.5,860,IslerVanSchaik2012,,0.080271439,-0.052939655
Galidia_elegans,Carnivora,Eupleridae,Galidia,elegans,,,,10.7,914,IslerVanSchaik2012,,0.068629926,-0.061950219
Salanoia_concolor,Carnivora,Eupleridae,Salanoia,concolor,>10,,,11.02,780,Gittleman1986,,0.133066913,-0.004362397
Galerella_pulverulenta,Carnivora,Herpestidae,Galerella,pulverulenta,>10,,,11.02,840,Gittleman1986,,0.108928179,-0.025299489
Herpestes_fuscus,Carnivora,Herpestidae,Herpestes,fuscus,>10,,,12.55,1120,Gittleman1986,,0.071685395,-0.050113715
Conepatus_humboldtii,Carnivora,Mephitidae,Conepatus,humboldtii,,,,12.6,1294,Perez-Barberia.etal.2007,Dunbar_1998,0.026374592,-0.08918568
Genetta_genetta,Carnivora,Viverridae,Genetta,genetta,,,,14,1820,IslerVanSchaik2012,,-0.038971773,-0.139795779
Conepatus_leuconotus,Carnivora,Mephitidae,Conepatus,leuconotus,,,,14.4,2010,IslerVanSchaik2012,,-0.059081117,-0.1556152
Herpestes_smithii,Carnivora,Herpestidae,Herpestes,smithii,,,,14.6,1205,Perez-Barberia.etal.2007,Kruska_1988,0.113567538,-0.005071278
Mydaus_marchei,Carnivora,Mephitidae,Mydaus,marchei,,,,14.87,1414,Stankowich2016,,0.0694284,-0.042300494
Genetta_angolensis,Carnivora,Viverridae,Genetta,angolensis,>10,,,15.49,2100,Gittleman1986,,-0.04165975,-0.136301455
Martes_americana,Carnivora,Mustelidae,Martes,americana,>10,,,15.8,860,Gittleman1986,,0.257739227,0.124528133
Paracynictis_selousi,Carnivora,Herpestidae,Paracynictis,selousi,>10,,,15.8,1700,Gittleman1986,,0.035774332,-0.067996433
Bassariscus_astutus,Carnivora,Procyonidae,Bassariscus,astutus,,,,16,985,IslerVanSchaik2012,,0.218998381,0.091650254
Genetta_servalina,Carnivora,Viverridae,Genetta,servalina,,,,16,1295,Perez-Barberia.etal.2007,Kruska_1988,0.129872408,0.01434551
Viverricula_indica,Carnivora,Viverridae,Viverricula,indica,>10,,,16.78,2660,Gittleman1986,,-0.083916676,-0.168345817
Bdeogale_crassicauda,Carnivora,Herpestidae,Bdeogale,crassicauda,>10,,,16.95,1250,Gittleman1986,,-0.086804447,-0.170269926
Rhynchogale_melleri,Carnivora,Herpestidae,Rhynchogale,melleri,>10,,,16.95,2720,Gittleman1986,,-0.086804447,-0.170269926
Eupleres_goudotii,Carnivora,Eupleridae,Eupleres,goudotii,,,,17,1850,IslerVanSchaik2012,,0.040023808,-0.060093875
Vulpes_zerda,Carnivora,Canidae,Vulpes,zerda,,,,17.3,969,IslerVanSchaik2012,,0.258258891,0.130203236
Nandinia_binotata,Carnivora,Nandiniidae,Nandinia,binotata,,,,17.3,3190,IslerVanSchaik2012,,-0.129844859,-0.206424348
Paradoxurus_zeylonensis,Carnivora,Viverridae,Paradoxurus,zeylonensis,>10,,,17.81,2720,Gittleman1986,,-0.06531023,-0.148775709
Galictis_vittata,Carnivora,Mustelidae,Galictis,vittata,,,,17.97,1328,Perez-Barberia.etal.2007,Dunbar_1998,0.172104197,0.057664416
Martes_martes,Carnivora,Mustelidae,Martes,martes,,,,18,982,IslerVanSchaik2012,,0.27114447,0.143664561
Martes_zibellina,Carnivora,Mustelidae,Martes,zibellina,,,,18.5,1130,IslerVanSchaik2012,,0.237318056,0.115902969
Conepatus_chinga,Carnivora,Mephitidae,Conepatus,chinga,,,,18.7,1587,Perez-Barberia.etal.2007,Dunbar_1998,0.131363054,0.024620705
Galictis_cuja,Carnivora,Mustelidae,Galictis,cuja,,,,18.8,1190,Perez-Barberia.etal.2007,Dunbar_1998,0.227452633,0.108272652
Hemigalus_derbyanus,Carnivora,Viverridae,Hemigalus,derbyanus,,,,18.9,2041,IslerVanSchaik2012,,0.054032939,-0.041839924
Prionailurus_rubiginosus,Carnivora,Felidae,Prionailurus,rubiginosus,>10,,,18.92,1420,Gittleman1986,,0.172659349,0.061113387
Bassaricyon_gabbii,Carnivora,Procyonidae,Bassaricyon,gabbii,,,,19.3,1250,Patzke.etal.2015/Pantheria,"Baron, et al 1996",0.222829657,0.105774813
Bassaricyon_alleni,Carnivora,Procyonidae,Bassaricyon,alleni,,,,19.37,1235,Stankowich2016,,0.228334296,0.110757888
Mydaus_javanensis,Carnivora,Mephitidae,Mydaus,javanensis,>10,,,19.49,2510,Gittleman1986,,9.32E-06,-0.086927437
Fossa_fossana,Carnivora,Eupleridae,Fossa,fossana,,,,19.69,1500,Finarelli&Flynn2009,,0.172131583,0.062953469
Felis_nigripes,Carnivora,Felidae,Felis,nigripes,,,,20.1,1100,IslerVanSchaik2012,,0.282106784,0.159529231
Martes_foina,Carnivora,Mustelidae,Martes,foina,,,,20.9,1450,IslerVanSchaik2012,,0.209074697,0.098431954
Herpestes_urva,Carnivora,Herpestidae,Herpestes,urva,>10,,,20.91,2360,Gittleman1986,,0.050622984,-0.038975951
Prionailurus_planiceps,Carnivora,Felidae,Prionailurus,planiceps,>10,,,21.98,2100,Gittleman1986,,0.11031652,0.015674816
Arctogalidia_trivirgata,Carnivora,Viverridae,Arctogalidia,trivirgata,>10,,,21.98,2460,Gittleman1986,,0.058779187,-0.02902686
Herpestes_ichneumon,Carnivora,Herpestidae,Herpestes,ichneumon,,,,23.3,3265,IslerVanSchaik2012,,-0.008104487,-0.083680002
Viverra_tangalunga,Carnivora,Viverridae,Viverra,tangalunga,,,,24.1,4710,IslerVanSchaik2012,,-0.112797755,-0.172542693
Vulpes_bengalensis,Carnivora,Canidae,Vulpes,bengalensis,,,,24.5,2260,IslerVanSchaik2012,,0.133537838,0.042068377
Vulpes_pallida,Carnivora,Canidae,Vulpes,pallida,>10,,,25.03,3600,Gittleman1986,,-0.008814338,-0.080170097
Herpestes_naso,Carnivora,Herpestidae,Herpestes,naso,>10,,,25.53,3000,Gittleman1986,,0.059162108,-0.020070381
Felis_catus,Carnivora,Felidae,Felis,catus,,,,25.6,3300,Savage and West 2006,Meddis R 1983,0.029306459,-0.045808401
Herpestes_vitticollis,Carnivora,Herpestidae,Herpestes,vitticollis,>10,,,25.79,2290,Gittleman1986,,0.151527774,0.060628023
Vulpes_rueppellii,Carnivora,Canidae,Vulpes,rueppellii,,,,25.8,2250,Perez-Barberia.etal.2007,Dunbar_1998,0.157435914,0.065774867
Paradoxurus_hermaphroditus,Carnivora,Viverridae,Paradoxurus,hermaphroditus,2,,,25.95,2773.5,Boddy2012,Warncke 1908; Silva & Downing 1995,0.091818704,0.00919473
Urocyon_littoralis,Carnivora,Canidae,Urocyon,littoralis,,,,27.7,1896,IslerVanSchaik2012,,0.244054629,0.14499803
Atilax_paludinosus,Carnivora,Herpestidae,Atilax,paludinosus,>10,,,28.5,3670,Gittleman1986,,0.041296942,-0.029226833
Nyctereutes_procyonoides,Carnivora,Canidae,Nyctereutes,procyonoides,,,,28.5,4020,IslerVanSchaik2012,,0.011626678,-0.05496178
Martes_pennanti,Carnivora,Mustelidae,Martes,pennanti,,,,29,2250,IslerVanSchaik2012,,0.208214206,0.116553159
Prionailurus_bengalensis,Carnivora,Felidae,Prionailurus,bengalensis,>10,,,29.37,5470,Gittleman1986,,-0.075636113,-0.128918373
Cynogale_bennettii,Carnivora,Viverridae,Cynogale,bennettii,>10,,,29.96,4010,Gittleman1986,,0.034134895,-0.032561166
Paguma_larvata,Carnivora,Viverridae,Paguma,larvata,,,,30.9,4800,IslerVanSchaik2012,,-0.011021622,-0.069948825
Vulpes_velox,Carnivora,Canidae,Vulpes,velox,,,,32.1,2345,IslerVanSchaik2012,,0.23885087,0.148976466
Cryptoprocta_ferox,Carnivora,Eupleridae,Cryptoprocta,ferox,,,,32.1,6775,IslerVanSchaik2012,,-0.106727148,-0.150765789
Hydrictis_maculicollis,Carnivora,Mustelidae,Hydrictis,maculicollis,,,,33,4300,IslerVanSchaik2012,,0.053363754,-0.010315751
Vulpes_chama,Carnivora,Canidae,Vulpes,chama,,,,33.5,2955,IslerVanSchaik2012,,0.182078973,0.102193538
Leopardus_geoffroyi,Carnivora,Felidae,Leopardus,geoffroyi,,,,34,3590,Finarelli&Flynn2009,,0.125109777,0.053633844
Martes_flavigula,Carnivora,Mustelidae,Martes,flavigula,>10,,,34.12,2510,Gittleman1986,,0.2432065,0.156269746
Felis_manul,Carnivora,Felidae,Felis,manul,>10,,,34.47,3000,Gittleman1986,,0.189552577,0.110320088
Proteles_cristata,Carnivora,Hyaenidae,Proteles,cristata,,,,35.2,8820,IslerVanSchaik2012,,-0.152609772,-0.185252374
Vulpes_lagopus,Carnivora,Canidae,Vulpes,lagopus,,,,35.5,3415,IslerVanSchaik2012,,0.160137168,0.086502207
Felis_silvestris,Carnivora,Felidae,Felis,silvestris,,,,35.5,4130,IslerVanSchaik2012,,0.098217091,0.032794904
Viverra_megaspila,Carnivora,Viverridae,Viverra,megaspila,>10,,,36.6,8500,Gittleman1986,,-0.123633995,-0.157873172
Felis_chaus,Carnivora,Felidae,Felis,chaus,,,,37,5050,IslerVanSchaik2012,,0.050683865,-0.006049851
Viverra_zibetha,Carnivora,Viverridae,Viverra,zibetha,,,,37,8500,IslerVanSchaik2012,,-0.118913356,-0.153152534
Civettictis_civetta,Carnivora,Viverridae,Civettictis,civetta,,,,37,11250,IslerVanSchaik2012,,-0.210214393,-0.232343852
Aonyx_cinerea,Carnivora,Mustelidae,Aonyx,cinerea,>10,,,38.09,4060,Gittleman1986,,0.134367775,0.068207067
Lontra_felina,Carnivora,Mustelidae,Lontra,felina,,,,38.9,4000,IslerVanSchaik2012,,0.14835598,0.081552048
Lutra_lutra,Carnivora,Mustelidae,Lutra,lutra,,,,39,6750,IslerVanSchaik2012,,-0.020963418,-0.065161772
Lycalopex_gymnocercus,Carnivora,Canidae,Lycalopex,gymnocercus,,,,40,4350,IslerVanSchaik2012,,0.13314417,0.06996412
Speothos_venaticus,Carnivora,Canidae,Speothos,venaticus,,,,40.5,5990,IslerVanSchaik2012,,0.034335069,-0.015023859
Arctictis_binturong,Carnivora,Viverridae,Arctictis,binturong,>10,,,40.85,11470,Gittleman1986,,-0.173532286,-0.194825052
Puma_yagouaroundi,Carnivora,Felidae,Puma,yagouaroundi,,,,40.9,2485,Perez-Barberia.etal.2007,Kruska_1988,0.325181312,0.237812098
Viverra_civettina,Carnivora,Viverridae,Viverra,civettina,,,,42.1,8500,Perez-Barberia.etal.2007,Kruska_1988,-0.062832984,-0.097072162
Lycalopex_griseus,Carnivora,Canidae,Lycalopex,griseus,,,,42.47,4324,Perez-Barberia.etal.2007,Kruska_1988,0.161119136,0.09768009
Meles_meles,Carnivora,Mustelidae,Meles,meles,,,,45.5,10100,IslerVanSchaik2012,,-0.085281036,-0.112069127
Prionailurus_viverrinus,Carnivora,Felidae,Prionailurus,viverrinus,>10,,,46.53,8410,Gittleman1986,,-0.015914798,-0.050613852
Ailurus_fulgens,Carnivora,Ailuridae,Ailurus,fulgens,1,,,46.8,5590,Boddy2012,Warncke 1908,0.119637367,0.067292629
Eira_barbara,Carnivora,Mustelidae,Eira,barbara,,,,47.05,2668,Perez-Barberia.etal.2007,Dunbar_1998,0.362872845,0.278573441
Taxidea_taxus,Carnivora,Mustelidae,Taxidea,taxus,,,,48.9,7425,IslerVanSchaik2012,,0.046236035,0.00615531
Arctonyx_collaris,Carnivora,Mustelidae,Arctonyx,collaris,,,,49.4,10490,IslerVanSchaik2012,,-0.061906183,-0.087057465
Cerdocyon_thous,Carnivora,Canidae,Cerdocyon,thous,,,,49.5,5600,Perez-Barberia.etal.2007,Dunbar_1998,0.143414543,0.091147021
Lontra_canadensis,Carnivora,Mustelidae,Lontra,canadensis,,,,50.5,7850,IslerVanSchaik2012,,0.042088488,0.004412446
Canis_adustus,Carnivora,Canidae,Canis,adustus,,,,50.8,6155,Perez-Barberia.etal.2007,Dunbar_1998,0.123892751,0.075707776
Lycalopex_culpaeus,Carnivora,Canidae,Lycalopex,culpaeus,,,,51.4,8840,IslerVanSchaik2012,,0.011072917,-0.021471832
Caracal_caracal,Carnivora,Felidae,Caracal,caracal,,,,51.9,7690,Perez-Barberia.etal.2007,Dunbar_1998,0.060672017,0.022106318
Canis_mesomelas,Carnivora,Canidae,Canis,mesomelas,1,,,54.8,8000,Boddy2012,Warncke 1908; Silva & Downing 1995,0.071412364,0.034554057
Lontra_longicaudis,Carnivora,Mustelidae,Lontra,longicaudis,,,,57.4,8000,IslerVanSchaik2012,,0.091543698,0.054685391
Profelis_aurata,Carnivora,Felidae,Profelis,aurata,>10,,,57.97,11940,Gittleman1986,,-0.034601849,-0.054159642
Lutrogale_perspicillata,Carnivora,Mustelidae,Lutrogale,perspicillata,,,,61,7300,IslerVanSchaik2012,,0.14778726,0.10697303
Melogale_personata,Carnivora,Mustelidae,Melogale,personata,,,,61.4,14042,Perez-Barberia.etal.2007,Kruska_1988,-0.062455745,-0.075007891
Procyon_cancrivorus,Carnivora,Procyonidae,Procyon,cancrivorus,,,,61.56,6931.72,Patzke.etal.2015/Pantheria,"Baron, et al 1996",0.168617578,0.125566916
Atelocynus_microtis,Carnivora,Canidae,Atelocynus,microtis,>10,,,62.18,9030,Gittleman1986,,0.086833838,0.05520781
Catopuma_temminckii,Carnivora,Felidae,Catopuma,temminckii,>10,,,68.03,4220,Gittleman1986,,0.373667345,0.309176503
Lynx_lynx,Carnivora,Felidae,Lynx,lynx,,,,68.5,17200,IslerVanSchaik2012,,-0.081008761,-0.084797017
Neofelis_nebulosa,Carnivora,Felidae,Neofelis,nebulosa,,,,68.7,19490,IslerVanSchaik2012,,-0.120455514,-0.118843809
Canis_aureus,Carnivora,Canidae,Canis,aureus,,,,72.2,7150,IslerVanSchaik2012,,0.227757299,0.186046101
Gulo_gulo,Carnivora,Mustelidae,Gulo,gulo,,,,72.5,10600,IslerVanSchaik2012,,0.10130706,0.076606448
Mellivora_capensis,Carnivora,Mustelidae,Mellivora,capensis,>10,,,72.97,8080,Gittleman1986,,0.192535092,0.156106663
Canis_latrans,Carnivora,Canidae,Canis,latrans,,,,84.5,9760,IslerVanSchaik2012,,0.194718046,0.166450574
Pteronura_brasiliensis,Carnivora,Mustelidae,Pteronura,brasiliensis,,,,85.6,24000,IslerVanSchaik2012,,-0.092738662,-0.082134277
Cuon_alpinus,Carnivora,Canidae,Cuon,alpinus,,,,94.6,13800,IslerVanSchaik2012,,0.130929484,0.117626297
Aonyx_capensis,Carnivora,Mustelidae,Aonyx,capensis,,,,94.6,19110,IslerVanSchaik2012,,0.024892308,0.025653368
Hyaena_hyaena,Carnivora,Hyaenidae,Hyaena,hyaena,,,,97.5,36300,IslerVanSchaik2012,,-0.170980589,-0.142500607
Uncia_uncia,Carnivora,Felidae,Uncia,uncia,,,,101.5,32500,IslerVanSchaik2012,,-0.117501383,-0.093798622
Hyaena_brunnea,Carnivora,Hyaenidae,Hyaena,brunnea,,,,106.7,39300,IslerVanSchaik2012,,-0.157685467,-0.125774921
Acinonyx_jubatus,Carnivora,Felidae,Acinonyx,jubatus,,,,111,43000,IslerVanSchaik2012,,-0.169834106,-0.134036398
Enhydra_lutris,Carnivora,Mustelidae,Enhydra,lutris,,,,119,23600,IslerVanSchaik2012,,0.055809014,0.065687291
Chrysocyon_brachyurus,Carnivora,Canidae,Chrysocyon,brachyurus,,,,120.3,23250,IslerVanSchaik2012,,0.065394509,0.074627274
Lycaon_pictus,Carnivora,Canidae,Lycaon,pictus,,,,129,22050,IslerVanSchaik2012,,0.112979523,0.119922884
Canis_lupus,Carnivora,Canidae,Canis,lupus,,,,130,31100,IslerVanSchaik2012,,0.004318288,0.026118749
Panthera_onca,Carnivora,Felidae,Panthera,onca,,,,149,77700,IslerVanSchaik2012,,-0.234687011,-0.173328379
Crocuta_crocuta,Carnivora,Hyaenidae,Crocuta,crocuta,2,,,175,62370,Boddy2012,Crile & Quiring 1940; Silva & Downing 1995,-0.093250617,-0.041386614
Ailuropoda_melanoleuca,Carnivora,Ursidae,Ailuropoda,melanoleuca,,,,205,87500,IslerVanSchaik2012,,-0.13481005,-0.068319683
Panthera_leo,Carnivora,Felidae,Panthera,leo,1,,,259.5,84000,Boddy2012,Warncke 1908,-0.019129852,0.045596907
Ursus_thibetanus,Carnivora,Ursidae,Ursus,thibetanus,,,,269,69860,Perez-Barberia.etal.2007,Kruska_1988,0.056523647,0.113287184
Zalophus_californianus,Carnivora,Otariidae,Zalophus,californianus,,,,405,91000,Boddy2012,Bininda-Emonds 2000,0.14811599,0.216300786
Delphinus_delphis,Cetacea,Delphinidae,Delphinus,delphis,23,,Both,797.26,65086.96,Boddy2012,Marino 2000; Pilleri & Busnel 1969; Silva & Downing 1995,0.5514225,0.176611893
Lagenorhynchus_obliquidens,Cetacea,Delphinidae,Lagenorhynchus,obliquidens,4,,Both,1136.75,89750,Boddy2012,Ridgway et al. 1966,0.600831172,0.356728941
Tursiops_truncatus,Cetacea,Delphinidae,Tursiops,truncatus,27,,Both,1573,170480,Boddy2012,Marino 2000; Ridgway et al. 1966,0.532913775,0.431635361
Stenella_longirostris,Cetacea,Delphinidae,Stenella,longirostris,1,,Female,450,33600,Boddy2012,Marino 2004,0.518403052,-0.029864809
Phocoenoides_dalli,Cetacea,Phocoenidae,Phocoenoides,dalli,3,,Female,833.67,98333.33,Boddy2012,Ridgway et al. 1966,0.436410392,0.223127368
Stenella_coeruleoalba,Cetacea,Delphinidae,Stenella,coeruleoalba,4,,Female,883.75,63500,Boddy2012,Pilleri & Busnel 1969; Silva & Downing 1995,0.604192222,0.310140675
Delphinapterus_leucas,Cetacea,Monodontidae,Delphinapterus,leucas,2,,Female,1921,498250,Boddy2012,Marino 2001; Ridgway et al. 1987; Silva & Downing 1995,0.270378801,0.436889356
Pseudorca_crassidens,Cetacea,Delphinidae,Pseudorca,crassidens,1,,Female,4307,2.00E+06,Boddy2012,Ridgway et al. 1987; Silva & Downing 1995,0.168335128,0.589972846
Phocoena_phocoena,Cetacea,Phocoenidae,Phocoena,phocoena,1,,Male,1735,142430,Boddy2012,Crile & Quiring 1940; Silva & Downing 1995,0.634039042,0.43595337
Balaenoptera_physalus,Cetacea,Balaenopteridae,Balaenoptera,physalus,2,,Male,5100,62500000,Boddy2012,Jacobs & Jensen 1964; Silva & Downing 1995,-0.879417397,0.64644949
Orcinus_orca,Cetacea,Delphinidae,Orcinus,orca,1,,Male,6052,3273000,Boddy2012,Ridgway et al. 1987,0.155620692,0.653255347
Platanista_gangetica,Cetacea,Platanistidae,Platanista,gangetica,,,,290.5,59630,Montgomery.etal.2013,,0.141490807,-0.071152134
Neophocaena_phocaenoides,Cetacea,Phocoenidae,Neophocaena,phocaenoides,,,,468,32400,Montgomery.etal.2013,,0.5472822,-0.020117547
Lipotes_vexillifer,Cetacea,Iniidae,Lipotes,vexillifer,,,,558,180000,Montgomery.etal.2013,,0.065119787,-0.004121099
Phocoena_spinipinnis,Cetacea,Phocoenidae,Phocoena,spinipinnis,,,,597,68041.9,Montgomery.etal.2013,,0.411334889,0.002385305
Kogia_sima,Cetacea,Physeteridae,Kogia,sima,,,,622,168500,Montgomery.etal.2013,,0.133780621,0.032008402
Inia_geoffrensis,Cetacea,Iniidae,Inia,geoffrensis,,,,633.645,92003.5,Montgomery.etal.2013,,0.338934728,0.036502596
Sotalia_fluviatilis,Cetacea,Delphinidae,Sotalia,fluviatilis,,,,688,42240,Montgomery.etal.2013,,0.628239817,0.046592742
Cephalorhynchus_commersonii,Cetacea,Delphinidae,Cephalorhynchus,commersonii,,,,725,48000,Montgomery.etal.2013,,0.609351006,0.100829394
Cephalorhynchus_heavisidii,Cetacea,Delphinidae,Cephalorhynchus,heavisidii,,,,763,71000,Montgomery.etal.2013,,0.504023531,0.113257568
Stenella_attenuata,Cetacea,Delphinidae,Stenella,attenuata,,,,779.83,65614.53,Barton&Capellini2011,,0.539192913,0.163529651
Lagenorhynchus_obscurus,Cetacea,Delphinidae,Lagenorhynchus,obscurus,,,,886.1,58473.1,Montgomery.etal.2013,,0.632208983,0.333129778
Kogia_breviceps,Cetacea,Physeteridae,Kogia,breviceps,,,,1019,334000,Montgomery.etal.2013,,0.125302449,0.334020599
Lagenorhynchus_acutus,Cetacea,Delphinidae,Lagenorhynchus,acutus,,,,1103.17,244605,Montgomery.etal.2013,,0.261232494,0.335829087
Lagenorhynchus_albirostris,Cetacea,Delphinidae,Lagenorhynchus,albirostris,,,,1126,67500,Montgomery.etal.2013,,0.689503467,0.354512406
Lissodelphis_borealis,Cetacea,Delphinidae,Lissodelphis,borealis,,,,1162,73000,Montgomery.etal.2013,,0.677656654,0.358372618
Mesoplodon_densirostris,Cetacea,Ziphiidae,Mesoplodon,densirostris,,,,1424.5,770500,Montgomery.etal.2013,,-0.001481418,0.381280279
Tursiops_aduncus,Cetacea,Delphinidae,Tursiops,aduncus,,,,1498,141150,Elias&Schwartz1969,,0.573191847,0.400350963
Steno_bredanensis,Cetacea,Delphinidae,Steno,bredanensis,,,,1541.9,123830.9,Montgomery.etal.2013,,0.628375524,0.410013828
Ziphius_cavirostris,Cetacea,Ziphiidae,Ziphius,cavirostris,,,,2004,2273000.001,Montgomery.etal.2013,,-0.20561949,0.457591426
Mesoplodon_europaeus,Cetacea,Ziphiidae,Mesoplodon,europaeus,,,,2149,732500,Montgomery.etal.2013,,0.193566456,0.477389415
Mesoplodon_mirus,Cetacea,Ziphiidae,Mesoplodon,mirus,,,,2355,929500,Montgomery.etal.2013,,0.155738914,0.506218523
Globicephala_macrorhynchus,Cetacea,Delphinidae,Globicephala,macrorhynchus,,,,2466,386000,Montgomery.etal.2013,,0.461990275,0.51779924
Grampus_griseus,Cetacea,Delphinidae,Grampus,griseus,,,,2551,4.00E+05,Montgomery.etal.2013,,0.46510304,0.551251403
Globicephala_melas,Cetacea,Delphinidae,Globicephala,melas,,,,2673,1061000,Montgomery.etal.2013,,0.167647073,0.559865485
Balaena_mysticetus,Cetacea,Balaenidae,Balaena,mysticetus,,,,2738,90999999.93,Montgomery.etal.2013,,-1.271926286,0.568584937
Balaenoptera_acutorostrata,Cetacea,Balaenopteridae,Balaenoptera,acutorostrata,,,,2850,5587093.59,Patzke.etal.2015/Jones et al. 2009,"Baron, et al 1996",-0.345614925,0.571445303
Monodon_monoceros,Cetacea,Monodontidae,Monodon,monoceros,,,,2993.7,1578329.998,Montgomery.etal.2013,,0.087493381,0.576684018
Balaenoptera_musculus,Cetacea,Balaenopteridae,Balaenoptera,musculus,,,,3636,50903999.97,Montgomery.etal.2013,,-0.959517003,0.577421636
Eschrichtius_robustus,Cetacea,Eschrichtiidae,Eschrichtius,robustus,,,,4316.67,30000000.02,Montgomery.etal.2013,,-0.712767453,0.593033012
Balaenoptera_borealis,Cetacea,Balaenopteridae,Balaenoptera,borealis,,,,4900,36666666.67,Boddy2012,Jacobs & Jensen 1964; Silva & Downing 1995,-0.723083455,0.601787526
Megaptera_novaeangliae,Cetacea,Balaenopteridae,Megaptera,novaeangliae,,,,6100,30050000,Boddy2012,Jacobs & Jensen 1964; Silva & Downing 1995,-0.563128888,0.658806163
Physeter_catodon,Cetacea,Physeteridae,Physeter,catodon,,,,8183,37416650.04,Montgomery.etal.2013,,-0.506962148,0.663360314
Rhynchonycteris_naso,Chiroptera,Emballonuridae,Rhynchonycteris,naso,4,4,,0.11,4.3,Jones&MacLarnon2004,,-0.173736804,-0.010131225
Myotis_nigricans,Chiroptera,Vespertilionidae,Myotis,nigricans,6,6,,0.127,4.45,Jones&MacLarnon2004,,-0.122494537,0.042924774
Rhinolophus_hipposideros,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,10,10,,0.1495,4.55,Jones&MacLarnon2004,,-0.058895672,0.014345969
Myotis_mystacinus,Chiroptera,Vespertilionidae,Myotis,mystacinus,2,2,,0.15717,4.85,Jones&MacLarnon2004,,-0.057965159,0.0136094
Myotis_nattereri,Chiroptera,Vespertilionidae,Myotis,nattereri,1,1,,0.22,7.15,Jones&MacLarnon2004,,-0.038336521,-0.144098708
Saccopteryx_bilineata,Chiroptera,Emballonuridae,Saccopteryx,bilineata,1,1,,0.2252,7.78,Jones&MacLarnon2004,,-0.055696235,0.003539909
