College Name,State,Public (1)/ Private (2),# appli. rec'd,# appl. accepted,# new stud. enrolled,% new stud. from top 10%,% new stud. from top 25%,# FT undergrad,# PT undergrad,in-state tuition,out-of-state tuition,room,board,add. fees,estim. book costs,estim. personal $,% fac. w/PHD,stud./fac. ratio,Graduation rate
Saint Francis College,PA,2,1046,824,284,21,45,1223,451,10880,10880,5050,,860,400,1235,64,19.3,69
Saint Joseph's University,PA,2,2519,2003,776,39,71,2473,1314,12750,12750,,,275,350,1690,84,17.4,83
Saint Vincent College,PA,2,700,595,278,19,35,1035,182,10850,10850,2110,1826,60,500,900,62,12.3,88
Susquehanna University,PA,2,2096,1512,465,27,59,1442,166,16130,16130,2490,2220,280,400,800,83,13.9,90
Swarthmore College,PA,2,3203,1255,413,81,97,1387,,19124,19124,3384,3200,192,772,728,93,8.8,95
Temple University,PA,1,7987,5145,2399,15,37,14726,4666,5314,10096,3492,1790,150,600,3324,87,11.2,45
Thiel College,PA,2,1154,951,253,15,31,791,140,11172,11172,2590,2368,230,700,1350,68,11.6,60
University of Pennsylvania,PA,2,12394,5232,2464,85,100,9205,531,17020,17020,3700,3570,1836,500,1544,95,6.3,93
University of Pittsburgh-Main Campus,PA,1,8586,6383,2503,25,59,13138,4289,4962,10786,2760,1800,454,400,900,93,7.8,66
University of Scranton,PA,2,4471,2942,910,29,60,3674,493,11584,11584,2536,3450,975,650,800,83,14.1,92
Ursinus College,PA,2,1399,1026,308,44,77,1131,17,14900,14900,,,180,500,800,82,11.6,79
Villanova University,PA,2,7759,5588,1477,30,68,6362,1292,15925,15925,3170,3337,445,400,300,89,13.4,96
Washington and Jefferson College,PA,2,1305,1100,334,42,64,1098,151,16260,16260,2070,1935,280,300,500,91,12.1,86
Waynesburg College,PA,2,1190,978,324,12,30,1280,61,8840,8840,1800,1820,220,500,1200,57,16.2,63
Westminster College,PA,2,996,866,377,29,58,1411,72,12065,12065,1980,1635,595,430,685,62,12.5,80
Wilkes University,PA,2,1631,1431,434,15,36,1803,603,11150,11150,3100,2030,418,550,1260,78,13.3,67
Wilson College,PA,2,167,130,46,16,50,199,676,11428,11428,2509,,118,450,475,67,8.3,67
York College of Pennsylvania,PA,2,2989,1855,691,28,63,2988,1726,4990,4990,1725,1835,225,500,1250,75,18.1,99
Allentown Coll. of St. Francis de Sales,PA,2,1179,780,290,38,64,1130,638,9690,9690,2495,2290,60,600,1000,60,13.3,74
La Roche College,PA,2,361,321,185,10,41,650,819,8842,8842,2862,1920,140,600,1100,57,14.2,52
Neumann College,PA,2,245,180,69,17,23,485,752,9950,9950,,,240,500,,42,11,
Pennsylvania State Univ. Main Campus,PA,1,19315,10344,3450,48,93,28938,2025,4966,10645,1840,2220,70,512,2394,77,18.1,63
Clarion University of Pennsylvania,PA,1,2740,2497,1188,,,4828,605,3086,7844,1710,1214,792,550,1498,61,19.2,63
Brown University,RI,2,12586,3239,1462,87,95,5643,349,19528,19528,3574,2352,650,720,1100,99,7.6,97
Bryant College,RI,2,2198,1786,632,15,43,2556,1004,12600,12600,3640,2770,,500,700,84,19,82
Providence College,RI,2,5139,3346,973,20,55,3717,1358,14400,14400,3250,2950,375,450,1100,66,18.4,96
Rhode Island College,RI,1,2310,1767,1030,15,50,4882,2706,2370,6694,2537,2600,468,500,,74,15.7,47
Rhode Island School of Design,RI,2,1831,842,379,17,45,1846,,16684,16684,3354,3318,90,1500,1700,27,10,96
Salve Regina University,RI,2,1475,1257,362,7,20,1393,278,14200,14200,6500,,75,500,,64,9.6,71
University of Rhode Island,RI,1,9643,7751,1968,12,40,8894,2456,3004,10330,3168,2390,1238,500,1250,84,16.6,63
Roger Williams University,RI,2,3304,2804,679,10,20,2111,1489,12520,12520,3060,2990,480,500,730,44,16.4,61
Charleston Southern University,SC,2,1199,904,397,,,1533,734,7730,7730,,,9,750,1890,60,19.2,39
Benedict College,SC,2,1622,1472,341,,,1203,63,5210,5210,,,425,120,2200,44,14.6,48
Central Wesleyan College,SC,2,174,146,88,8,29,1047,33,8300,8300,1000,2080,200,600,600,62,15.2,58
The Citadel,SC,1,1500,1242,611,12,36,2024,292,3076,7070,830,1609,264,400,779,95,17.1,84
Claflin College,SC,2,1196,697,499,21,47,959,13,4412,4412,1000,1460,600,500,1000,69,16.9,21
Clemson University,SC,1,8065,5257,2301,37,65,11755,770,3036,8116,1890,1720,,800,1618,82,18,73
Coker College,SC,2,604,452,295,15,47,690,222,9888,9888,1846,2670,185,400,1000,64,12.1,75
College of Charleston,SC,1,4772,3140,1265,22,55,6851,1200,3060,6120,2200,1260,,666,2316,73,17.2,51
Columbia College,SC,2,737,614,242,21,67,968,237,10425,10425,3975,,,500,1500,61,14.7,76
Converse College,SC,2,440,407,149,35,70,643,80,12050,12050,,,,500,900,63,10.2,75
Erskine College,SC,2,659,557,167,47,74,532,35,10485,10485,1760,2080,660,475,1246,76,13.5,67
Furman University,SC,2,2161,1951,685,56,82,2371,175,13440,13440,2096,1952,134,600,1250,92,13.5,82
Lander University,SC,1,1166,1009,510,9,33,2074,341,3340,4938,1867,1120,50,528,1702,67,17,51
Limestone College,SC,2,725,554,369,5,40,786,682,7100,7100,3500,,100,300,,39,11.2,
Morris College,SC,2,882,730,330,2,13,926,12,4515,4515,2550,,115,850,2100,53,18.6,60
Newberry College,SC,2,872,722,154,14,36,601,36,10194,10194,1600,1000,300,500,1500,57,11.4,83
Presbyterian College,SC,2,1082,832,302,34,63,1133,30,11859,11859,1711,1924,892,554,1429,80,13.4,85
South Carolina State University,SC,1,2556,1752,946,7,16,4396,515,2200,4380,1420,1316,100,600,,60,18.3,
University of South Carolina at Columbia,SC,1,7693,5815,2328,30,66,12594,3661,3196,8074,3522,,,495,2941,84,16.9,63
University of South Carolina at Aiken,SC,1,848,560,377,14,24,1855,1412,2320,5800,3066,,75,500,1500,62,14.8,48
Coastal Carolina University,SC,1,1854,1391,732,9,28,3020,1174,2710,7000,2640,1450,,600,,74,17,51
Voorhees College,SC,2,1465,1006,188,10,30,703,20,4450,4450,,,,500,1200,43,22.9,58
Winthrop University,SC,1,2320,1805,769,24,61,3395,670,3620,6400,2058,1334,,580,2150,71,12.8,59
Wofford College,SC,2,1501,935,273,51,83,1059,34,12680,12680,,,,605,1440,91,15.3,75
Univ. of South Carolina at Spartanburg,SC,1,885,553,381,13,38,2207,1058,2295,5739,,,,312,,70,15.9,38
Francis Marion University,SC,1,1801,1655,819,13,38,3224,436,2920,5840,1540,1598,,400,2430,76,19.1,43
Augustana College,SD,2,761,725,306,21,58,1337,300,10990,10990,1622,1622,125,600,1021,66,10.4,69
Black Hills State University,SD,1,938,938,588,7,23,2629,1283,1323,3222,,,934,500,,63,29.2,51
Dakota Wesleyan University,SD,2,342,182,135,12,32,538,228,7540,7540,,,,600,1400,38,11.4,75
Dakota State University,SD,1,385,358,229,5,21,988,597,1323,3222,1186,1418,,600,,47,19.4,35
Huron University,SD,2,600,197,124,3,9,392,69,7260,7260,1910,1180,330,600,1840,31,12.9,21
Mount Marty College,SD,2,279,276,126,17,37,600,435,6844,6844,,,636,500,500,45,11.7,44
Northern State University,SD,1,2056,2054,2054,10,40,2239,686,1411,3437,1128,1074,832,550,1925,68,20.2,54
Sioux Falls College,SD,2,437,400,211,13,35,614,271,8990,8990,1340,1724,,500,1700,73,14.8,48
South Dakota School of Mines and Tech.,SD,1,1034,932,866,27,55,1691,557,1364,3573,1200,1700,1309,500,1707,80,15.5,
South Dakota State University,SD,1,2807,2589,1701,13,37,7000,1103,1454,3811,1120,1070,1024,500,1970,62,15,67
University of South Dakota,SD,1,2160,2031,1268,15,39,5368,1066,1454,3811,1208,1412,1125,675,1118,71,14.6,
Austin Peay State University,TN,1,2863,2154,1179,,,4772,2763,1616,5550,1460,1470,262,700,1572,66,18.2,36
Belmont University,TN,2,1220,974,481,28,67,1964,623,7800,7800,1974,1690,250,650,900,61,11.1,49
Bethel College,TN,2,502,384,104,11,28,347,74,6200,6200,2900,,,600,800,63,11.7,35
Carson-Newman College,TN,2,1096,951,464,27,62,1776,239,8150,8150,1260,1890,450,400,500,61,13.6,67
Christian Brothers University,TN,2,880,520,224,16,42,1068,364,9300,9300,1350,1910,120,600,900,81,11.1,63
Cumberland University,TN,2,308,281,199,12,32,491,251,5500,5500,1850,1100,200,250,,55,11.3,37
David Lipscomb University,TN,2,1239,1134,611,,,1957,343,5775,5775,1450,1890,1110,500,1700,97,16.2,73
East Tennessee State University,TN,1,3330,2730,1303,15,36,6706,2640,1800,5800,1600,1800,,600,2200,73,14,42
Fisk University,TN,2,1078,720,226,24,36,850,,6240,6240,1572,2118,75,600,1900,74,12.5,43
Freed-Hardeman University,TN,2,895,548,314,20,54,1174,50,5500,5500,1590,1750,770,600,1600,68,16.1,62
King College,TN,2,355,300,142,34,65,509,44,8664,8664,1630,1720,700,600,3000,65,10.7,65
Knoxville College,TN,2,503,408,293,13,46,776,68,5400,5400,1600,1550,170,600,1092,30,11.1,
Lambuth University,TN,2,831,538,224,15,35,840,325,5170,5170,1400,2030,210,600,1590,61,16.1,60
Lee College,TN,2,651,498,453,,23,1831,180,4788,4788,1660,1660,132,500,1800,42,18.5,52
LeMoyne-Owen College,TN,2,409,261,177,15,59,983,149,4200,4200,500,1200,65,500,500,59,16.2,
Lincoln Memorial University,TN,2,787,562,363,21,55,925,605,5950,5950,1200,1690,120,600,1300,67,14.6,53
Maryville College,TN,2,1464,888,176,26,52,624,128,11200,11200,1998,2210,150,500,1642,80,11.1,51
University of Memphis,TN,1,3921,2557,1691,,,10621,4864,1974,5908,1633,,68,500,900,77,16.9,33
Middle Tennessee State University,TN,1,4587,3423,2132,,,12541,2885,1616,5550,1584,974,176,500,,69,19.2,39
Milligan College,TN,2,610,461,189,26,52,685,49,8200,8200,1600,1700,200,550,1000,63,12,64
Southern Coll. of Seventh-day Adventists,TN,2,699,660,349,,,1198,296,8414,8414,1530,1966,250,504,900,49,14.1,59
Rhodes College,TN,2,2302,1831,391,58,82,1345,59,15200,15200,2696,2072,158,550,1500,90,10.8,77
Tennessee State University,TN,1,6626,4122,721,24,31,4566,1913,1470,4836,986,1304,70,,,72,18.6,41
Tennessee Technological University,TN,1,2594,2542,1580,11,29,6461,910,1740,4025,1505,2125,,700,1400,76,16.9,54
Tennessee Wesleyan College,TN,2,232,182,99,7,29,402,237,7070,7070,2140,1500,150,400,3158,59,8.9,36
Trevecca Nazarene College,TN,2,272,272,145,13,50,770,213,4750,4750,1870,1400,320,500,800,57,14,49
Tusculum College,TN,2,626,372,145,12,34,983,40,7700,7700,3400,,100,450,800,70,21.9,52
Union University,TN,2,846,752,406,35,84,1688,502,5780,5780,1580,950,134,550,600,44,13.5,
University of Tennessee at Chattanooga,TN,1,2091,1338,991,,,5359,1758,1824,5800,1704,1600,,600,1025,76,16.8,39
University of Tennessee at Knoxville,TN,1,7473,5372,3013,27,53,15749,3237,1830,5764,1584,1678,222,750,3300,86,16.5,53
University of Tennessee at Martin,TN,1,1934,1500,1123,,,4669,675,1900,5832,1490,1400,,500,1000,68,19.6,48
University of the South,TN,2,1445,966,326,46,83,1129,24,15350,15350,2010,2070,175,450,810,89,10.3,82
Vanderbilt University,TN,2,7791,4690,1499,71,92,5500,90,17865,17865,4132,2393,964,630,952,93,5.8,83
Bryan College,TN,2,315,242,108,,,410,15,7300,7300,2200,1750,390,450,,70,12.6,62
Abilene Christian University,TX,2,1660,1232,721,23,52,2885,537,7440,7440,,,,450,2200,70,18.1,60
Angelo State University,TX,1,3540,2001,1016,24,54,4190,1512,840,5130,1324,2268,734,500,2000,60,23.1,34
Austin College,TX,2,948,798,295,42,74,1120,15,11280,11280,,,125,400,1150,81,13,71
Concordia Lutheran College,TX,2,232,216,106,16,34,534,172,6900,6900,3800,,480,450,1825,67,12.1,42
Dallas Baptist University,TX,2,360,314,155,37,64,848,1542,5400,5400,1330,1940,130,500,,48,14.4,87
East Texas Baptist University,TX,2,379,341,265,10,36,1050,151,4950,4950,1040,1740,470,530,1500,62,15.7,38
East Texas State University,TX,1,2219,1441,719,,,4129,1343,1580,5390,,,,810,1080,87,21.8,35
Hardin-Simmons University,TX,2,467,424,350,16,40,1365,334,6300,6300,1360,1620,480,700,2140,75,13.7,38
Howard Payne University,TX,2,516,454,322,13,34,1201,214,5190,5190,1680,1312,320,400,,59,12.7,37
Houston Baptist University,TX,2,413,330,215,,55,1247,430,5400,5400,2340,,210,600,,65,14,56
Huston-Tillotson College,TX,2,261,159,114,7,20,455,84,5180,5180,2064,1560,660,500,1857,55,11,
Incarnate Word College,TX,2,1163,927,386,16,49,1685,556,8840,8840,2049,2640,110,750,2775,67,11.4,95
Lamar University,TX,1,2336,1725,1043,10,27,5438,4058,864,4752,1386,1654,840,508,1463,48,18.4,26
LeTourneau University,TX,2,477,417,204,29,54,1532,77,8840,8840,4240,,120,600,1400,58,20.8,56
Lubbock Christian University,TX,2,550,500,275,9,29,863,218,6612,6612,,,250,300,,39,11.9,39
University of Mary Hardin-Baylor,TX,2,478,416,259,15,35,1351,555,4950,4950,1786,1350,300,600,1200,46,16.4,
McMurry University,TX,2,578,411,187,25,50,880,477,6930,6930,,,,400,1525,57,11,32
Midwestern State University,TX,1,1597,1125,751,,,3404,1734,840,5130,1800,1636,896,630,1838,95,21.6,36
University of North Texas,TX,1,4418,2737,2049,23,51,14047,5134,672,4104,1840,1739,650,450,1700,86,22.6,35
Our Lady of the Lake University,TX,2,2308,1336,295,22,46,1202,942,8530,8530,2020,1624,134,616,1576,56,14.9,37
University of Texas-Pan American,TX,1,4040,4040,1800,,46,7410,3055,991,3486,,,,,,92,22.9,16
Rice University,TX,2,7935,1514,633,87,95,2674,,9950,9950,3100,2625,365,525,1330,91,8.6,91
Sam Houston State University,TX,1,4839,3549,1577,41,41,8901,2245,840,5130,1500,1490,688,900,,76,27.2,43
Schreiner College,TX,2,584,413,131,19,51,521,99,8955,8955,2810,3090,40,500,1488,51,11.8,52
Southern Methodist University,TX,2,4301,3455,1166,41,69,4892,387,12772,12772,2652,2426,,576,1802,74,13.5,72
Southwest Texas State University,TX,1,8532,5316,2421,14,48,13806,4277,840,4860,,,884,500,,70,21.2,39
Southwestern Adventist College,TX,2,321,318,172,11,27,620,280,7536,7536,1494,2242,80,430,1651,44,13,36
Southwestern University,TX,2,1244,912,352,44,77,1177,43,11850,11850,2150,2525,,600,1050,83,11.3,67
St. Edward's University,TX,2,1272,1012,375,20,45,1732,936,9428,9428,4070,,,600,,76,15.7,46
St. Mary's University of San Antonio,TX,2,1243,1020,414,33,60,2149,418,8678,8678,,,330,700,1736,82,16.2,72
Stephen F. Austin State University,TX,1,5870,4461,2272,12,32,9851,1289,780,4860,3610,,618,200,,85,21.4,50
Sul Ross State University,TX,1,,,305,7,20,1535,412,672,3888,1350,1630,612,450,1944,68,18.8,28
Prairie View A. and M. University,TX,1,2405,2234,1061,10,22,4564,448,840,4290,1580,1920,820,598,1582,55,19.4,35
Tarleton State University,TX,1,1195,1095,923,,28,4856,724,840,4860,1292,1492,639,1000,,60,21.9,41
Texas Christian University,TX,2,4095,3079,1195,33,64,5064,660,8490,8490,1920,1400,990,650,2400,81,14.8,64
Jarvis Christian College,TX,2,575,482,206,9,18,542,9,3750,3750,1550,1510,285,350,,48,12.1,25
Texas College,TX,2,254,189,189,15,26,503,40,3605,3605,1580,850,455,300,300,37,18.4,26
Texas A&M University at Kingsville,TX,1,1822,1481,1055,10,33,4455,941,,,,,,,,89,19.7,42
Texas Lutheran College,TX,2,497,423,215,27,57,895,429,7850,7850,1490,1920,50,490,1700,54,13.8,50
Texas Southern University,TX,1,4345,3245,2604,15,85,5584,3101,780,7860,1680,1680,,600,1700,65,18.2,10
Texas Tech University,TX,1,6334,5051,2957,25,58,16785,2780,780,4860,3688,,838,530,,82,24.7,41
Texas Wesleyan University,TX,2,592,501,279,19,44,1204,392,6400,6400,3484,,390,600,1800,80,14.5,43
Texas Woman's University,TX,1,989,777,474,,,3791,1961,647,2279,1502,1440,140,700,1200,67,14.3,35
Trinity University,TX,2,2425,1818,601,62,93,2110,95,12240,12240,3225,1925,140,500,490,94,9.6,93
University of Dallas,TX,2,681,588,246,44,74,1058,73,10760,10760,4030,2200,50,500,1200,85,13.4,63
University of Houston-Main Campus,TX,1,6233,3990,2150,32,65,15340,9355,672,4104,,,690,600,,,14.6,32
University of St. Thomas,TX,2,374,280,185,45,77,995,408,8550,8550,2000,1670,96,500,1344,75,12.6,62
University of Texas at Arlington,TX,1,3281,2559,1448,19,43,10975,8431,1206,4422,1440,1340,,500,2850,73,21,29
University of Texas at Austin,TX,1,14752,9572,5329,48,85,30017,5189,840,5130,1733,1576,1068,650,3140,91,19.7,65
University of Texas at El Paso,TX,1,3528,2941,2252,,38,9551,4817,672,4104,2460,,626,,,88,23.1,
Wayland Baptist University,TX,2,253,216,196,,,829,1817,5100,5100,1116,1675,350,600,1702,50,13.6,91
West Texas A&M University,TX,1,1950,1506,1023,7,35,4111,1301,672,4104,1246,1460,626,500,,70,21.9,34
Baylor University,TX,2,6075,5349,2367,34,66,9919,484,6450,6450,2230,1690,570,600,1346,71,18.5,72
University of Texas at Dallas,TX,1,1089,780,410,46,79,2106,2919,784,4536,,,724,645,2979,91,20.8,
Univ. of Texas of the Permian Basin,TX,1,116,90,59,14,46,841,704,840,5130,3995,,718,600,2923,84,15.5,
University of Texas at San Antonio,TX,1,4217,3100,1686,17,46,9375,5457,672,4104,5376,,768,452,1200,94,25.3,50
Texas A&M University at Galveston,TX,1,529,481,243,22,47,1206,134,780,4860,1560,1562,320,600,650,103,17.4,43
Texas A&M Univ. at College Station,TX,1,14474,10519,6392,49,85,31643,2798,840,5130,1772,1640,751,600,2144,89,23.1,69
University of Houston - Downtown,TX,1,1541,1541,1108,,,3357,4701,672,4104,,,328,500,2585,75,20.6,8
Ambassador University,TX,2,397,244,223,32,61,1083,58,2700,2700,900,2000,250,500,1150,34,17.2,
Brigham Young University at Provo,UT,2,7365,5402,4615,48,82,27378,1253,2340,2340,2112,1468,,860,1220,76,20.5,33
University of Utah,UT,1,5095,4491,2400,27,53,13894,8374,1954,6857,1550,2425,427,858,3093,89,12.8,37
Utah State University,UT,1,4281,3825,2426,26,53,10657,4257,1650,5775,1335,1980,363,700,1460,83,18.7,
Southern Utah University,UT,1,1685,1640,856,,,3684,678,1221,4362,,,378,756,1794,62,20.5,59
Weber State University,UT,1,2632,2509,1750,,46,8609,5680,1377,5148,1335,1260,366,537,1752,66,23.9,38
Westminster College of Salt Lake City,UT,2,917,720,213,21,60,979,743,8820,8820,1340,2710,60,600,2025,68,10.5,50
Averett College,VA,2,627,556,172,16,40,777,538,9925,9925,,,350,750,1350,59,22.4,48
Bluefield College,VA,2,377,358,181,15,30,653,129,7150,7150,2770,1580,,450,1500,61,17.8,53
Bridgewater College,VA,2,838,673,292,22,53,881,55,10265,10265,2215,2510,1000,560,875,68,13.2,82
College of William and Mary,VA,1,7117,3106,1217,68,88,5186,134,2808,11720,2318,1980,1748,600,800,89,12.1,93
Christopher Newport University,VA,1,883,766,428,3,37,2910,1749,2332,7860,,,904,525,1889,80,21.2,48
Eastern Mennonite College,VA,2,486,440,227,19,48,903,59,9650,9650,1900,1900,,600,1300,46,11.4,82
Emory & Henry College,VA,2,765,646,226,30,60,809,32,8578,8578,1920,2488,622,700,1600,79,13.9,82
Ferrum College,VA,2,1339,1107,336,12,36,1051,82,9400,9400,4200,,,500,1600,53,12.5,22
Hampden - Sydney College,VA,2,817,644,307,20,40,945,1,13218,13218,1903,2870,415,660,600,95,13.3,69
Hampton University,VA,2,7178,3755,1433,25,63,4623,740,7161,7161,1838,1680,603,600,2000,60,14,70
Hollins College,VA,2,602,498,215,26,58,795,74,13470,13470,3225,2290,234,500,850,78,11.1,72
Longwood College,VA,1,2747,1870,724,12,47,2874,118,2606,7920,,,1640,550,2200,74,18.4,62
Lynchburg College,VA,2,1756,1500,366,3,21,1524,280,12450,12450,2900,2500,100,450,870,62,12.4,70
James Madison University,VA,1,11223,5285,2082,32,72,9652,742,3900,7994,,,,500,732,77,17.9,98
Mary Baldwin College,VA,2,499,441,199,26,52,846,377,11200,11200,7400,,,600,1300,66,6.8,90
Marymount University,VA,2,941,772,214,10,30,1247,776,11390,11390,,,,500,750,77,10.6,55
Old Dominion University,VA,1,4569,3110,1251,18,39,8346,2501,3854,9464,,,74,600,,79,15.1,45
Radford University,VA,1,5702,4894,1742,15,37,8077,472,2924,6684,4110,,,500,900,73,19.6,62
Randolph-Macon College,VA,2,1771,1325,306,21,46,1071,27,13840,13840,1850,1885,325,400,900,77,10.7,74
Randolph-Macon Woman's College,VA,2,696,616,169,35,66,653,56,13970,13970,6110,,120,370,920,88,9.2,68
Virginia Commonwealth University,VA,1,4963,3497,1567,18,45,10262,5065,3034,10217,1620,2562,880,500,3630,81,8.7,45
Roanoke College,VA,2,2227,1790,437,27,54,1460,239,13425,13425,,,,450,1200,85,13,72
Shenandoah University,VA,2,818,620,218,,,868,247,10700,10700,,,,450,1400,60,9.2,59
St. Paul's College,VA,2,651,581,243,8,17,617,34,5000,5000,3650,,515,600,600,45,14,45
Sweet Briar College,VA,2,462,402,146,36,68,527,41,14500,14500,6000,,125,500,600,91,6.5,61
University of Richmond,VA,2,5892,2718,756,46,72,2854,594,14500,14500,1880,1405,,700,1125,75,11.7,100
Mary Washington College,VA,1,4350,2178,756,39,78,2997,736,2026,6490,2712,2230,1180,650,2102,75,17.6,84
Clinch Valley Coll. of the Univ. of Virginia,VA,1,689,561,250,15,30,1125,422,3093,7168,1961,1728,,600,1900,67,18.1,46
George Mason University,VA,1,5653,4326,1727,17,29,9528,3822,4044,10800,3150,1690,25,580,1050,93,19.3,46
Virginia Intermont College,VA,2,411,354,138,14,42,495,61,8170,8170,3980,,100,600,3000,32,12.3,48
Virginia Military Institute,VA,1,904,683,349,16,34,1191,,2980,9020,,,1420,600,1000,84,11.1,68
Virginia Tech,VA,1,15712,11719,4277,29,53,18511,604,3926,10260,,,,740,2200,85,13.8,73
Virginia State University,VA,1,2996,2440,704,2,30,3006,338,1894,5587,2750,2095,1305,500,600,61,16,31
Norfolk State University,VA,1,4066,3891,1358,,,6640,972,2782,6276,2100,1500,35,350,2000,57,15.8,
Virginia Union University,VA,2,1847,1610,453,19,59,1298,67,7384,7384,,,458,500,1763,51,13.7,30
Virginia Wesleyan College,VA,2,1470,900,287,20,49,1130,417,10900,10900,2800,2300,150,500,550,70,15.7,68
Washington and Lee University,VA,2,3315,1096,425,68,93,1584,3,13750,13750,2019,2600,355,680,1115,81,9.6,90
University of Virginia,VA,1,15849,5384,2678,74,95,11278,114,3724,12212,1816,1976,756,500,1000,90,9.5,95
Liberty University,VA,2,2814,2810,769,,,3350,253,5700,5700,4380,,910,550,,55,17.9,
Christendom College,VA,2,81,72,51,33,71,139,3,8730,8730,,,150,400,800,92,9.3,58
Bennington College,VT,2,519,327,114,25,53,457,2,21700,21700,2100,2000,,600,500,35,10.1,55
Castleton State College,VT,1,1257,940,363,9,22,1547,294,3660,7656,2598,2092,570,400,700,89,14.7,79
College of St. Joseph,VT,2,141,118,55,12,21,201,173,8300,8300,,,100,450,1300,53,9.5,76
Goddard College,VT,2,96,87,49,,,257,,13936,13936,5104,,70,525,945,56,14.5,100
Green Mountain College,VT,2,780,628,198,7,20,545,42,11750,11750,,,300,400,850,77,14,76
Johnson State College,VT,1,833,669,279,3,13,1224,345,3312,7656,2598,2092,585,500,624,80,14.4,36
Lyndon State College,VT,1,535,502,223,6,20,959,150,3168,7320,2092,2548,826,500,600,48,12.6,51
Marlboro College,VT,2,268,187,63,,,260,11,18375,18375,,,380,300,300,56,7.5,61
Middlebury College,VT,2,3456,1171,451,64,89,2016,39,25750,25750,,,170,540,1000,87,10.5,97
Norwich University,VT,2,1743,1625,626,8,29,1862,382,14134,14134,,5270,,500,800,71,13.1,63
Southern Vermont College,VT,2,520,204,108,11,27,418,279,8940,8940,2324,2190,480,500,1150,28,13.4,57
Saint Michael's College,VT,2,1910,1380,463,16,64,1715,106,13030,13030,2310,3550,135,500,750,79,14.5,84
Trinity College,VT,2,222,185,91,16,41,484,541,11010,11010,3084,2124,260,550,500,58,10.4,78
University of Vermont,VT,1,7663,6008,1735,18,51,7353,1674,6210,15516,3148,1780,442,500,990,87,9.9,79
Central Washington University,WA,1,2785,2011,1007,8,65,6507,898,2053,7242,3603,,75,654,1416,67,18.1,51
Eastern Washington University,WA,1,2231,1908,767,,,6561,559,2256,7974,2220,1694,120,687,1437,69,17,47
Heritage College,WA,2,97,62,21,,,286,227,5820,5820,,,20,672,2424,48,9.5,100
Gonzaga University,WA,2,1886,1524,526,31,67,2523,296,13000,13000,4450,,100,600,2400,78,14.7,69
Pacific Lutheran University,WA,2,1603,1392,504,31,68,2580,302,13312,13312,2240,2248,,600,1516,78,11,83
Seattle Pacific University,WA,2,1183,1016,411,42,82,1922,704,12669,12669,,,85,600,1250,83,16.8,66
Seattle University,WA,2,2115,1540,494,28,72,2993,347,12825,12825,1150,3225,100,500,1500,85,12.2,89
St. Martin's College,WA,2,191,165,63,5,25,494,574,11550,11550,,,540,300,500,43,14.5,40
University of Puget Sound,WA,2,4044,2826,688,51,83,2738,138,16230,16230,4500,,140,630,1800,79,15,63
University of Washington,WA,1,12749,7025,3343,40,81,20356,4582,2907,8199,,,,708,2172,96,9,65
Walla Walla College,WA,2,559,402,308,,,1522,151,10671,10671,1692,1725,276,705,1675,48,11.5,
Washington State University,WA,1,6540,5839,2440,31,70,14445,1344,2907,8200,3910,,160,800,2719,84,16.9,56
Western Washington University,WA,1,5548,3563,1549,30,71,8909,506,2406,8124,,,,639,2385,83,22.7,61
Whitman College,WA,2,1861,998,359,45,77,1220,46,16670,16670,2650,2250,155,750,800,80,10.5,72
Whitworth College,WA,2,1121,926,372,43,70,1270,160,12660,12660,,,185,678,2424,80,16.9,80
Evergreen State College,WA,1,1801,1101,438,14,50,3065,363,1785,6297,,,60,600,1323,75,18.1,68
Alverno College,WI,2,494,313,157,23,46,1317,1235,8352,8352,,,90,650,2449,36,11.1,55
Beloit College,WI,2,1320,923,284,26,54,1085,81,16304,16304,1748,1868,170,355,715,87,11.1,69
Carroll College,WI,2,1160,991,352,19,55,1357,737,12200,12200,1990,1890,110,480,930,74,17.8,79
Carthage College,WI,2,1616,1427,434,20,43,1405,580,13125,13125,,,,500,1300,74,15.9,62
Concordia University Wisconsin,WI,2,845,690,323,,,1870,1720,9300,9300,3400,,60,600,1260,49,20.5,57
Lakeland College,WI,2,497,452,231,24,47,887,1957,9400,9400,4005,,395,500,1000,49,17.2,57
Lawrence University,WI,2,1243,947,324,50,77,1129,74,17163,17163,1812,2079,290,525,975,76,10.1,77
Marian College of Fond du Lac,WI,2,824,670,337,15,41,1160,653,9400,9400,,,150,500,1100,37,8.4,59
Marquette University,WI,2,5152,4600,1685,36,71,7016,804,11610,11610,,4760,150,600,1950,86,13.5,77
Milwaukee School of Engineering,WI,2,1217,1088,496,36,69,1773,884,11505,11505,2055,1200,,1000,2075,35,16.7,67
Mount Mary College,WI,2,235,217,121,12,32,931,487,8950,8950,,,,550,1125,51,10.7,78
Northland College,WI,2,907,802,200,15,30,726,61,9570,9570,1560,2190,230,350,,58,15.9,52
Ripon College,WI,2,587,501,211,28,52,735,28,15200,15200,1840,2260,190,350,650,87,9.4,64
St. Norbert College,WI,2,1334,1243,568,30,56,1946,95,12140,12140,2355,2095,75,425,1100,74,15.1,88
University of Wisconsin at Madison,WI,1,14901,10932,4631,36,80,23945,2200,2737,9096,2050,2240,,535,1545,93,11.5,72
University of Wisconsin at Milwaukee,WI,1,5244,3782,1930,12,37,11561,7443,2771,8786,1964,1000,,570,1980,79,15.9,38
