Call  Failure,Complains,Subscription  Length,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Status,Churn
24,0,40,10130,138,159,45,1,0
18,0,41,14788,186,15,46,1,0
18,0,41,5530,100,17,27,1,0
17,0,41,6933,112,22,14,1,0
20,0,41,3253,71,23,19,0,0
36,0,41,16155,242,69,34,1,0
15,0,41,4110,44,498,10,1,0
20,0,40,16500,199,165,32,1,0
14,0,40,7515,103,201,28,1,0
11,0,40,1890,31,15,13,0,0
13,0,41,1725,31,28,10,0,0
11,0,40,1015,17,15,2,0,1
14,0,40,8523,144,399,45,1,0
18,0,40,12480,171,26,49,1,0
19,0,40,7733,92,123,39,1,0
34,1,36,1970,64,31,19,0,1
32,0,39,11450,110,16,44,1,0
24,0,39,6833,115,41,26,1,0
12,0,37,3855,39,15,16,1,0
20,1,38,4005,58,24,18,0,1
20,1,39,3283,61,49,33,0,1
11,0,39,1148,19,15,4,0,1
12,0,39,2683,42,15,8,1,0
14,0,36,7800,114,29,24,1,0
11,0,39,1643,24,24,6,0,1
11,0,39,1353,21,19,4,1,0
36,0,34,17090,255,15,82,1,0
17,0,37,7980,133,286,35,1,0
13,0,39,4733,99,17,30,1,0
14,0,38,2680,61,53,22,0,0
17,0,39,3795,70,190,25,1,0
15,0,30,2330,53,208,13,1,0
15,0,29,2583,56,45,70,1,0
22,1,30,1715,42,25,9,0,1
11,0,29,1840,27,36,5,0,0
21,0,28,2240,49,34,15,1,0
13,0,28,4240,78,23,25,1,0
13,0,21,2710,43,43,16,1,0
27,0,20,7407,158,100,44,1,0
23,0,18,9947,188,88,42,1,0
19,0,19,3867,62,46,21,1,0
13,0,12,5405,57,230,12,1,0
14,1,12,2502,36,15,9,1,1
7,0,39,3965,66,0,19,1,0
0,0,40,0,0,0,0,0,0
9,0,38,2048,55,341,26,1,0
9,0,39,3793,61,0,37,1,0
2,0,39,1988,53,0,35,1,0
10,0,39,3370,77,14,30,1,0
3,0,39,1955,34,267,20,1,0
12,0,38,8710,116,126,45,1,0
6,0,39,13368,164,0,46,1,0
6,0,39,4110,78,0,27,1,0
5,0,39,5513,90,0,14,1,0
8,0,39,1833,49,0,19,0,0
24,0,39,14735,220,36,34,1,0
3,0,39,2690,22,465,10,1,0
8,0,38,15080,177,132,32,1,0
2,0,38,6095,81,168,28,1,0
0,0,38,470,9,0,13,0,0
1,0,39,305,9,0,10,0,0
0,0,38,0,0,0,0,0,1
2,0,38,7103,122,366,45,1,0
6,0,38,11060,149,0,49,1,0
7,0,38,6313,70,90,39,1,0
22,0,34,550,42,0,19,0,1
20,0,37,10030,88,0,44,1,0
12,0,37,5413,93,8,26,1,1
0,0,35,2435,17,0,16,1,0
8,1,36,2585,36,0,18,0,1
8,0,37,1863,39,16,33,0,1
0,0,37,0,0,0,0,0,1
0,0,37,1263,20,0,8,1,0
2,0,34,6380,92,0,24,1,0
0,0,37,223,2,0,6,0,1
0,0,37,0,0,0,0,1,0
24,1,32,15670,233,0,82,1,0
5,0,35,6560,111,253,35,1,0
1,0,37,3313,77,0,30,1,0
2,0,36,1260,39,20,22,0,0
5,0,37,2375,48,157,25,1,0
3,0,28,910,31,175,13,1,0
3,0,27,1163,34,12,70,1,0
10,0,28,295,20,0,9,0,0
0,0,27,420,5,3,5,0,0
9,0,26,820,27,1,15,1,0
1,0,26,2820,56,0,25,1,0
1,0,19,1290,21,10,16,1,0
15,0,18,5987,136,67,44,1,0
11,0,16,8527,166,55,42,1,0
7,0,17,2447,40,13,21,1,0
1,0,10,3985,35,197,12,1,0
2,1,10,1082,14,0,9,1,1
13,0,40,4675,77,12,19,1,0
5,0,41,623,11,14,6,0,0
15,0,39,2758,66,366,26,1,0
15,0,40,4503,72,8,37,1,0
8,0,40,2698,64,9,35,1,0
16,0,40,4080,88,39,30,1,0
9,0,40,2665,45,292,20,1,0
18,0,39,9420,127,151,45,1,0
12,0,40,14078,175,7,46,1,0
12,0,40,4820,89,9,27,1,0
11,0,40,6223,101,14,14,1,0
14,0,40,2543,60,15,19,0,0
30,0,40,15445,231,61,34,1,0
9,0,40,3400,33,490,10,1,0
14,0,39,15790,188,157,32,1,0
8,0,39,6805,92,193,28,1,0
5,0,39,1180,20,7,13,0,0
7,0,40,1015,20,20,10,0,0
5,0,39,305,6,7,2,0,1
8,0,39,7813,133,391,45,1,0
12,0,39,11770,160,18,49,1,0
13,0,39,7023,81,115,39,1,0
28,1,35,1260,53,23,19,0,1
26,0,38,10740,99,8,44,1,0
18,0,38,6123,104,33,26,1,0
6,0,36,3145,28,7,16,1,0
14,1,37,3295,47,16,18,0,1
14,0,38,2573,50,41,33,0,1
5,0,38,438,8,7,4,0,1
6,0,38,1973,31,7,8,1,0
8,0,35,7090,103,21,24,1,0
5,0,38,933,13,16,6,0,1
5,0,38,643,10,11,4,1,0
30,0,33,16380,244,7,82,1,0
11,0,36,7270,122,278,35,1,0
7,0,38,4023,88,9,30,1,0
8,0,37,1970,50,45,22,0,0
11,0,38,3085,59,182,25,1,0
9,0,29,1620,42,200,13,1,0
9,0,28,1873,45,37,70,1,0
16,0,29,1005,31,17,9,0,0
5,0,28,1130,16,28,5,0,0
15,0,27,1530,38,26,15,1,0
7,0,27,3530,67,15,25,1,0
7,0,20,2000,32,35,16,1,0
21,0,19,6697,147,92,44,1,0
17,0,17,9237,177,80,42,1,0
13,0,18,3157,51,38,21,1,0
7,0,11,4695,46,222,12,1,0
8,1,11,1792,25,7,9,1,1
13,0,40,4675,77,12,19,1,0
5,0,41,623,11,14,6,0,0
15,0,39,2758,66,366,26,1,0
15,0,40,4503,72,8,37,1,0
8,0,40,2698,64,9,35,1,0
16,0,40,4080,88,39,30,1,0
9,0,40,2665,45,292,20,1,0
18,0,39,9420,127,151,45,1,0
12,0,40,14078,175,7,46,1,0
12,0,40,4820,89,9,27,1,0
11,0,40,6223,101,14,14,1,0
14,0,40,2543,60,15,19,0,0
30,0,40,15445,231,61,34,1,0
9,0,40,3400,33,490,10,1,0
14,0,39,15790,188,157,32,1,0
8,0,39,6805,92,193,28,1,0
5,0,39,1180,20,7,13,0,0
7,0,40,1015,20,20,10,0,0
5,0,39,305,6,7,2,0,1
8,0,39,7813,133,391,45,1,0
12,0,39,11770,160,18,49,1,0
13,0,39,7023,81,115,39,1,0
28,1,35,1260,53,23,19,0,1
26,0,38,10740,99,8,44,1,0
18,0,38,6123,104,33,26,1,0
6,0,36,3145,28,7,16,1,0
14,1,37,3295,47,16,18,0,1
14,1,38,2573,50,41,33,0,1
5,0,38,438,8,7,4,0,1
6,0,38,1973,31,7,8,1,0
8,0,35,7090,103,21,24,1,0
5,1,38,933,13,16,6,0,1
5,0,38,643,10,11,4,1,0
30,0,33,16380,244,7,82,1,0
11,0,36,7270,122,278,35,1,0
7,0,38,4023,88,9,30,1,0
8,0,37,1970,50,45,22,0,0
11,0,38,3085,59,182,25,1,0
9,0,29,1620,42,200,13,1,0
9,0,28,1873,45,37,70,1,0
16,0,29,1005,31,17,9,0,0
5,0,28,1130,16,28,5,0,0
15,0,27,1530,38,26,15,1,0
7,0,27,3530,67,15,25,1,0
7,0,20,2000,32,35,16,1,0
21,0,19,6697,147,92,44,1,0
17,0,17,9237,177,80,42,1,0
13,0,18,3157,51,38,21,1,0
7,0,11,4695,46,222,12,1,0
8,1,11,1792,25,7,9,1,1
